DEPTH,ACOUSTIC_INTERVAL_VEL,DELTA_DEPTH
128.67132,2107.0824000000002,4.78536
133.45668,1933.9560000000001,4.78536
138.24204,1833.0672000000002,4.78536
143.0274,1778.508,4.78536
147.81276000000003,1723.0344,4.78536
152.59812,1671.5232,4.78536
157.38348000000002,1630.0704,4.78536
162.16884,1601.7240000000002,4.78536
166.95420000000001,1592.2752,4.78536
171.73956,1601.4192,4.78536
176.52492,1627.0224,4.78536
181.31028,1669.3896,4.78536
186.09564,1721.8152,4.78536
190.881,1779.7272,4.78536
195.66636000000003,1840.9920000000002,4.78536
200.45172,1901.0376,4.78536
205.23708000000002,1962.3024,4.78536
210.02244,2027.5296,4.78536
214.80780000000001,2087.88,4.78536
219.59316,2136.648,4.78536
224.37852,2174.748,4.78536
229.16388,2204.0088,4.78536
233.94924,2227.4784,4.78536
238.7346,2246.9856,4.78536
243.51996000000003,2264.0544,4.78536
248.30532,2284.476,4.78536
253.09068000000002,2300.3256,4.78536
257.87604,2310.6888,4.78536
262.6614,2312.8224,4.78536
267.44676000000004,2296.9728,4.78536
272.23212,2258.2632000000003,4.78536
277.01748000000003,2199.132,4.78536
281.80284,2128.1136,4.78536
286.58820000000003,2060.4480000000003,4.78536
291.37356000000005,2010.1560000000002,4.78536
296.15892,1990.0392000000002,4.78536
300.94428000000005,2004.6696000000002,4.78536
305.72964,2056.7904000000003,4.78536
310.51500000000004,2130.552,4.78536
315.30035999999996,2211.6288,4.78536
320.08572000000004,2288.1336,4.78536
324.87108,2346.6552,4.78536
329.6564400000001,2385.6696,4.78536
334.4418,2392.0704,4.78536
339.22715999999997,2360.9808000000003,4.78536
344.01252000000005,2310.384,4.78536
348.79787999999996,2264.9688,4.78536
353.58324000000005,2233.8792000000003,4.78536
358.3686,2226.8688,4.78536
363.15396,2233.2696,4.78536
367.93932000000007,2255.52,4.78536
372.72468,2306.7264,4.78536
377.51004000000006,2393.2896,4.78536
382.29540000000003,2505.7608,4.78536
387.08075999999994,2633.472,4.78536
391.86612,2741.0664,4.78536
396.65148,2792.8824,4.78536
401.4368400000001,2775.8136,4.78536
406.22220000000004,2713.0248,4.78536
411.00755999999996,2638.3488,4.78536
415.79292000000004,2581.0464,4.78536
420.57828,2562.4536000000003,4.78536
425.3636400000001,2571.9024,4.78536
430.149,2592.324,4.78536
434.93435999999997,2623.7184,4.78536
439.71972000000005,2651.4552000000003,4.78536
444.50508,2670.3528,4.78536
449.2904400000001,2688.9456,4.78536
454.0758,2706.6240000000003,4.78536
458.86116,2741.676,4.78536
463.64652000000007,2794.7112,4.78536
468.43188,2845.9176,4.78536
473.21724000000006,2863.596,4.78536
478.00260000000003,2834.0304,4.78536
482.78795999999994,2761.4880000000003,4.78536
487.5733200000001,2665.1712,4.78536
492.35868,2577.6936,4.78536
497.1440400000001,2537.46,4.78536
501.91416000000004,2567.3304000000003,4.78536
506.68428,2661.2088000000003,4.78536
511.4696400000001,2800.5024000000003,4.78536
516.255,2968.752,4.78536
521.04036,3107.7408,4.78536
525.82572,3170.5296000000003,4.78536
530.61108,3126.3336,4.78536
535.3964400000001,3001.0608,4.78536
540.1818000000001,2838.9072,4.78536
544.9671599999999,2688.9456,4.78536
549.75252,2567.3304000000003,4.78536
554.53788,2488.9968000000003,4.78536
559.32324,2458.8216,4.78536
564.1086,2475.2808,4.78536
568.89396,2525.8776000000003,4.78536
573.6793200000001,2598.42,4.78536
578.46468,2666.3904,4.78536
583.2500400000001,2701.1376,4.78536
588.02016,2713.0248,4.78536
592.79028,2721.5592,4.78536
597.5756400000001,2737.1040000000003,4.78536
602.361,2760.5736,4.78536
607.14636,2778.252,4.78536
611.93172,2810.2560000000003,4.78536
616.71708,2852.9280000000003,4.78536
621.5024400000001,2899.2576000000004,4.78536
626.2878000000001,2941.32,4.78536
631.05792,2957.1696,4.78536
635.8280400000001,2948.94,4.78536
640.6134000000001,2933.7000000000003,4.78536
645.3987599999999,2926.08,4.78536
650.1688800000002,2924.556,4.78536
654.9390000000001,2919.984,4.78536
659.7243599999999,2901.0864,4.78536
664.4944800000002,2871.2160000000003,4.78536
669.2646000000001,2834.9448,4.78536
674.0347199999999,2796.2352,4.75488
678.8048400000001,2766.06,4.75488
683.57496,2749.2960000000003,4.75488
688.3298400000001,2741.9808000000003,4.75488
693.09996,2733.1416,4.75488
697.8700800000001,2716.6824,4.75488
702.62496,2692.6032,4.75488
707.3798400000001,2666.6952,4.75488
712.1347199999999,2653.284,4.75488
716.8896000000001,2663.0376,4.75488
721.6444800000002,2687.7264,4.75488
726.39936,2719.7304,4.75488
731.139,2762.0976,4.75488
735.8786400000001,2809.3416,4.75488
740.63352,2847.7464,4.75488
745.37316,2864.5104,4.7244
750.0975599999999,2860.2432000000003,4.7244
754.82196,2848.0512000000003,4.7244
759.5463599999999,2823.972,4.7244
764.27076,2796.2352,4.7244
768.9951599999999,2774.2896,4.7244
773.7043199999999,2759.964,4.69392
778.41348,2747.772,4.69392
783.12264,2744.724,4.69392
787.81656,2760.2688000000003,4.69392
792.5104800000001,2778.8616,4.69392
797.2044000000001,2798.0640000000003,4.69392
801.8983199999999,2822.7528,4.69392
806.5922400000001,2862.3768,4.69392
811.27092,2906.268,4.6634400000000005
815.93436,2941.6248,4.6634400000000005
820.5978,2977.5912000000003,4.6634400000000005
825.26124,3026.664,4.6634400000000005
829.92468,3082.4424000000004,4.6634400000000005
834.57288,3133.0392,4.63296
839.2058400000001,3180.8928,4.63296
843.8388,3218.3832,4.63296
848.47176,3211.3728,4.63296
853.10472,3151.0224000000003,4.63296
857.7376800000001,3048.3048000000003,4.63296
862.3554,2932.7856,4.60248
866.9578800000002,2840.1264,4.60248
871.56036,2795.6256000000003,4.60248
876.1628400000001,2803.2456,4.60248
880.76532,2847.7464,4.60248
885.3678,2901.6960000000004,4.60248
889.95504,2944.9776,4.572
894.52704,2980.6392,4.572
899.0990400000001,3015.3864000000003,4.572
903.6710400000001,3033.9792,4.572
908.2278,3033.6744000000003,4.572
912.7845599999999,3032.4552000000003,4.572
917.3413199999999,3044.3424,4.54152
921.89808,3076.956,4.54152
926.4548400000001,3113.8368,4.54152
930.99636,3134.2584,4.54152
935.55312,3117.4944,4.54152
940.1098800000002,3066.5928000000004,4.54152
944.6514000000001,3001.6704,4.54152
949.19292,2955.036,4.54152
953.7344400000001,2942.2344000000003,4.54152
958.2912,2956.56,4.54152
962.84796,2984.6016,4.54152
967.3894800000002,3011.1192,4.54152
971.931,3033.9792,4.54152
976.48776,3049.2192,4.54152
981.0445199999999,3071.4696000000004,4.54152
985.5860400000001,3109.5696000000003,4.54152
990.1428000000001,3152.8512,4.54152
994.69956,3174.7968,4.572
999.2563200000001,3158.3376000000003,4.572
1003.8283200000001,3117.7992000000004,4.572
1008.4003200000001,3063.8496,4.572
1012.9570800000001,3013.2528,4.572
1017.5138400000001,2977.5912000000003,4.572
1022.0858400000001,2969.3616,4.572
1026.65784,2976.6768,4.572
1031.2146,2992.8312,4.572
1035.77136,3018.1296,4.572
1040.32812,3051.3528,4.54152
1044.88488,3098.5968000000003,4.54152
1049.44164,3157.4232,4.54152
1053.98316,3221.1264,4.54152
1058.5399200000002,3278.4288,4.54152
1063.09668,3316.5288,4.54152
1067.6382,3332.0736,4.54152
1072.1797199999999,3325.3680000000004,4.54152
1076.73648,3305.556,4.54152
1081.2932400000002,3291.5352000000003,4.54152
1085.83476,3284.8296,4.54152
1090.3762800000002,3292.4496000000004,4.54152
1094.9330400000001,3323.844,4.54152
1099.4898,3377.184,4.54152
1104.03132,3450.6408,4.54152
1108.57284,3519.8304000000003,4.54152
1113.1296,3561.588,4.54152
1117.68636,3564.636,4.54152
1122.2278800000001,3522.2688000000003,4.54152
1126.78464,3448.5072,4.54152
1131.3414,3375.9648,4.54152
1135.89816,3325.3680000000004,4.54152
1140.45492,3307.0800000000004,4.54152
1144.9964400000001,3327.8064000000004,4.54152
1149.5532,3380.8416,4.54152
1154.10996,3444.8496,4.572
1158.6667200000002,3504.2856,4.572
1163.22348,3556.7112,4.572
1167.78024,3582.924,4.572
1172.3522400000002,3582.924,4.572
1176.909,3567.0744,4.572
1181.46576,3531.4128,4.572
1186.03776,3485.0832,4.572
1190.5945199999999,3429.9144,4.572
1195.15128,3376.8792000000003,4.572
1199.7080400000002,3341.8272,4.572
1204.2648000000002,3333.5976,4.572
1208.82156,3356.1528000000003,4.572
1213.37832,3401.8728,4.572
1217.9503200000001,3465.2712,4.572
1222.50708,3539.6424,4.572
1227.06384,3610.0512000000003,4.572
1231.6206,3664.3056,4.572
1236.17736,3691.4328,4.572
1240.7341199999998,3694.7856,4.572
1245.29088,3668.5728000000004,4.572
1249.8628800000001,3614.9280000000003,4.572
1254.41964,3545.4336000000003,4.572
1258.9764,3458.5656000000004,4.572
1263.5484000000001,3360.42,4.572
1268.10516,3259.5312000000004,4.572
1272.66192,3156.5088,4.572
1277.23392,3062.0208000000002,4.572
1281.80592,2994.3552,4.572
1286.37792,2964.1800000000003,4.572
1290.94992,2965.704,4.572
1295.52192,2997.0984000000003,4.572
1300.09392,3037.6368,4.572
1304.68116,3071.7744000000002,4.572
1309.2684000000002,3092.1960000000004,4.572
1313.8404,3113.532,4.572
1318.42764,3157.1184000000003,4.572
1323.0148800000002,3225.6984,4.60248
1327.60212,3298.5456000000004,4.60248
1332.2046,3357.6768,4.60248
1336.79184,3375.3552,4.60248
1341.3790800000002,3355.848,4.60248
1345.98156,3328.1112000000003,4.60248
1350.5840400000002,3311.0424000000003,4.60248
1355.1712800000003,3300.3744,4.60248
1359.7585199999999,3301.5936,4.60248
1364.361,3316.8336000000004,4.60248
1368.9634800000001,3354.0192,4.60248
1373.56596,3394.5576,4.60248
1378.1684400000001,3416.1984,4.60248
1382.77092,3411.0168000000003,4.60248
1387.3734000000002,3368.6496,4.60248
1391.9758800000002,3308.6040000000003,4.60248
1396.57836,3245.2056000000002,4.60248
1401.1656,3185.7696,4.60248
1405.75284,3147.3648000000003,4.572
1410.3400800000002,3143.0976,4.60248
1414.92732,3170.2248,4.572
1419.51456,3229.356,4.572
1424.1018000000001,3300.9840000000004,4.572
1428.6890400000002,3382.6704,4.572
1433.2762800000003,3447.8976000000002,4.572
1437.8635199999999,3502.4568000000004,4.572
1442.45076,3552.1392,4.60248
1447.038,3597.5544,4.60248
1451.62524,3628.3392000000003,4.60248
1456.2124800000001,3621.6336,4.60248
1460.79972,3591.7632000000003,4.60248
1465.4022,3546.6528000000003,4.60248
1470.0046800000002,3488.1312000000003,4.60248
1474.60716,3410.4072,4.60248
1479.20964,3328.416,4.60248
1483.81212,3256.1784000000002,4.60248
1488.4298399999998,3203.1432,4.63296
1493.0628000000002,3184.2456,4.63296
1497.68052,3202.5336,4.63296
1502.2982399999999,3255.264,4.63296
1506.9312,3326.2824,4.63296
1511.5641600000004,3379.0128,4.63296
1516.19712,3405.5304,4.63296
1520.8300800000002,3404.9208000000003,4.63296
1525.4630399999999,3378.708,4.63296
1530.096,3333.5976,4.63296
1534.7442,3271.7232000000004,4.63296
1539.3924000000002,3216.5544,4.6634400000000005
1544.0406,3178.1496,4.6634400000000005
1548.6888000000001,3154.3752,4.6634400000000005
1553.337,3135.4776,4.6634400000000005
1558.0004399999998,3119.0184000000004,4.6634400000000005
1562.6638800000003,3118.7136,4.6634400000000005
1567.3120800000002,3146.1456000000003,4.6634400000000005
1571.9602800000002,3199.1808,4.6634400000000005
1576.62372,3264.1032,4.6634400000000005
1581.2871600000003,3335.7312,4.6634400000000005
1585.9506000000001,3382.0608,4.6634400000000005
1590.61404,3399.7392,4.6634400000000005
1595.2774800000002,3402.7872,4.6634400000000005
1599.94092,3413.4552000000003,4.6634400000000005
1604.6043600000003,3435.7056000000002,4.6634400000000005
1609.28304,3451.5552000000002,4.6634400000000005
1613.96172,3446.3736000000004,4.6634400000000005
1618.6251600000003,3419.5512000000003,4.6634400000000005
1623.2886,3404.616,4.6634400000000005
1627.9672800000003,3404.3112,4.6634400000000005
1632.6459600000003,3418.3320000000003,4.6634400000000005
1637.32464,3433.8768,4.6634400000000005
1642.00332,3439.668,4.6634400000000005
1646.682,3456.7368,4.69392
1651.3606800000002,3481.4256,4.69392
1656.03936,3527.7552,4.69392
1660.71804,3563.112,4.69392
1665.39672,3549.7008,4.69392
1670.0906400000001,3473.1960000000004,4.69392
1674.7693199999999,3344.5704,4.69392
1679.448,3208.02,4.69392
1684.14192,3101.0352000000003,4.69392
1688.8206,3040.9896000000003,4.69392
1693.4992800000002,3025.7496,4.69392
1698.1932000000002,3033.3696,4.69392
1702.8871199999999,3032.1504,4.69392
1707.5658,3022.7016000000003,4.69392
1712.2444800000003,3015.996,4.69392
1716.9384,3022.3968,4.69392
1721.63232,3053.7912,4.69392
1726.3110000000001,3117.7992000000004,4.69392
1730.9896800000001,3193.0848,4.69392
1735.6836,3269.5896000000002,4.69392
1740.37752,3331.464,4.69392
1745.0714400000002,3352.8,4.69392
1749.76536,3326.5872000000004,4.69392
1754.4592800000003,3284.2200000000003,4.69392
1759.1532000000002,3229.0512000000003,4.69392
1763.84712,3182.7216000000003,4.69392
1768.54104,3173.8824,4.69392
1773.23496,3208.02,4.69392
1777.9288800000002,3269.5896000000002,4.69392
1782.6228,3338.4744,4.69392
1787.31672,3400.6536,4.69392
1792.0106400000002,3437.8392000000003,4.69392
1796.7045600000001,3430.5240000000003,4.69392
1801.3984800000003,3367.1256000000003,4.69392
1806.0924,3273.552,4.69392
1810.80156,3168.0912000000003,4.69392
1815.51072,3071.7744000000002,4.69392
1820.2046400000002,3000.7560000000003,4.69392
1824.9138,2956.2552,4.69392
1829.6229600000001,2924.2512,4.69392
1834.33212,2887.6752,4.69392
1839.0412800000001,2848.356,4.7244
1843.7504400000003,2827.6296,4.7244
1848.4596000000001,2848.6608,4.7244
1853.16876,2915.1072,4.7244
1857.89316,3031.8456,4.7244
1862.60232,3180.588,4.7244
1867.3114800000003,3345.1800000000003,4.7244
1872.0358800000001,3492.7032000000004,4.7244
1876.7602800000002,3570.1224,4.7244
1881.4846800000003,3552.7488000000003,4.7244
1886.2090800000003,3461.9184,4.7244
1890.9334800000001,3366.2112,4.7244
1895.6578800000002,3312.8712,4.7244
1900.3822800000003,3304.032,4.7244
1905.12192,3296.7168,4.7244
1909.86156,3240.0240000000003,4.7244
1914.5859600000001,3140.6592,4.7244
1919.3256000000001,3032.4552000000003,4.7244
1924.0652400000001,2935.8336,4.7244
1928.8048800000001,2865.1200000000003,4.7244
1933.54452,2837.688,4.75488
1938.28416,2857.8048000000003,4.75488
1943.0238000000002,2912.6688000000004,4.75488
1947.7634400000002,2987.3448000000003,4.75488
1952.5030800000002,3049.2192,4.75488
1957.24272,3083.9664000000002,4.75488
1961.9976000000001,3080.6136,4.75488
1966.7372400000002,3059.2776000000003,4.75488
1971.4768800000002,3026.3592000000003,4.75488
1976.2317600000001,2990.3928,4.75488
1980.98664,2954.7312,4.75488
1985.7262800000003,2924.2512,4.75488
1990.46592,2897.7336,4.75488
1995.2208,2856.5856000000003,4.75488
1999.9756800000002,2801.7216000000003,4.75488
2004.73056,2742.2856,4.75488
2009.4702000000002,2692.6032,4.75488
2014.2098400000002,2668.2192,4.75488
2018.96472,2676.1440000000002,4.75488
2023.7196000000001,2710.8912,4.75488
2028.4744800000003,2752.9536000000003,4.75488
2033.22936,2793.1872000000003,4.75488
2037.9842400000002,2827.9344,4.75488
2042.73912,2835.8592000000003,4.75488
2047.4940000000001,2833.7256,4.75488
2052.24888,2839.5168000000003,4.75488
2057.00376,2851.7088000000003,4.75488
2061.75864,2853.2328,4.75488
2066.51352,2833.7256,4.75488
2071.28364,2796.2352,4.75488
2076.0537600000002,2766.3648000000003,4.75488
2080.80864,2760.2688000000003,4.75488
2085.56352,2778.252,4.75488
2090.33364,2799.8928,4.75488
2095.10376,2807.5128,4.75488
2099.8586400000004,2795.6256000000003,4.75488
2104.6287600000005,2788.6152,4.75488
2109.39888,2805.9888,4.75488
2114.15376,2846.5272,4.75488
2118.9238800000003,2896.5144,4.75488
2123.694,2941.32,4.75488
2128.46412,2969.3616,4.75488
2133.23424,2969.0568000000003,4.75488
2138.0043600000004,2950.1592,4.78536
2142.77448,2916.0216,4.78536
2147.5446,2866.6440000000002,4.78536
2152.3299600000005,2826.4104,4.78536
2157.10008,2784.6528000000003,4.78536
2161.8702000000003,2761.1832,4.78536
2166.65556,2775.8136,4.78536
2171.4256800000003,2827.6296,4.78536
2176.1958,2914.8024,4.78536
2180.9811600000003,3021.4824000000003,4.78536
2185.7512800000004,3122.9808000000003,4.78536
2190.5214,3203.4480000000003,4.78536
2195.3067600000004,3266.2368,4.78536
2200.09212,3323.2344000000003,4.78536
2204.8622400000004,3375.9648,4.78536
2209.6323600000005,3398.52,4.78536
2214.41772,3382.0608,4.78536
2219.18784,3311.3472,4.78536
2223.95796,3216.8592000000003,4.78536
2228.74332,3118.4088,4.78536
2233.5286800000003,3035.1984,4.78536
2238.2988,2973.0192,4.78536
2243.06892,2929.7376,4.78536
2247.85428,2904.4392000000003,4.78536
2252.63964,2888.5896000000002,4.78536
2257.425,2879.1408,4.78536
2262.19512,2880.9696000000004,4.78536
2266.96524,2899.2576000000004,4.78536
2271.7506000000003,2920.2888000000003,4.78536
2276.53596,2934.6144,4.78536
2281.32132,2944.9776,4.78536
2286.1066800000003,2973.0192,4.78536
2290.8920399999997,3027.5784000000003,4.78536
2295.66216,3096.4632,4.78536
2300.4322800000004,3183.9408000000003,4.78536
2305.21764,3266.8464000000004,4.78536
2310.003,3338.7792,4.78536
2314.7883600000005,3411.3216,4.78536
2319.57372,3478.6824,4.78536
2324.35908,3544.824,4.78536
2329.14444,3602.1264,4.78536
2333.9298000000003,3659.1240000000003,4.78536
2338.71516,3690.5184000000004,4.78536
2343.50052,3685.9464000000003,4.78536
2348.2858800000004,3635.3496,4.78536
2353.0712399999998,3537.204,4.78536
2357.8566,3404.616,4.78536
2362.62672,3264.4080000000004,4.78536
2367.39684,3144.3168,4.78536
2372.1822,3066.8976000000002,4.78536
2376.9675600000005,3036.1128000000003,4.78536
2381.75292,3036.1128000000003,4.78536
2386.53828,3070.2504000000004,4.78536
2391.32364,3123.2856,4.78536
2396.109,3194.304,4.78536
2400.8943600000002,3292.1448,4.78536
2405.67972,3409.7976000000003,4.78536
2410.4650800000004,3507.9432,4.78536
2415.25044,3569.5128,4.78536
2420.0358,3595.7256,4.78536
2424.8211600000004,3845.9664000000002,4.78536
2429.60652,3654.552,4.78536
2434.39188,4047.4392000000003,4.78536
2439.17724,4596.0792,4.78536
2443.9626000000003,4485.1320000000005,4.78536
2448.74796,4599.1272,4.78536
2453.53332,4345.838400000001,4.78536
2458.3186800000003,4549.4448,4.78536
2463.1040399999997,4443.6792000000005,4.78536
2467.8894,4615.5864,4.78536
2472.6747600000003,4792.9800000000005,4.78536
2477.46012,4130.3448,4.78536
2482.24548,3914.8512,4.78536
2487.03084,4012.0824000000002,4.78536
2491.8162,4429.9632,4.78536
2496.60156,4684.4712,4.78536
2501.38692,4578.7056,4.78536
2506.1722800000002,4426.6104000000005,4.78536
